data.consumption,data.time,data.period,device
26027,2026-01-21T19:51:16.000Z,287,816932d0-4a9c-11ef-b3c5-85b5ce342d21
9359,2026-01-21T20:13:26.000Z,277,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
31596,2026-01-21T20:13:26.000Z,345,81689b30-4a9c-11ef-ad50-1d2daba32da0
9292,2026-01-21T21:17:29.000Z,179,816932d0-4a9c-11ef-b3c5-85b5ce342d21
178,2026-01-21T21:17:47.000Z,5,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
616,2026-01-21T21:18:07.000Z,9,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
16468,2026-01-21T21:18:37.000Z,243,81689b30-4a9c-11ef-ad50-1d2daba32da0
1245,2026-01-21T21:18:37.000Z,14,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
9212,2026-01-21T21:20:17.000Z,104,816932d0-4a9c-11ef-b3c5-85b5ce342d21
1743,2026-01-21T21:22:12.000Z,27,816932d0-4a9c-11ef-b3c5-85b5ce342d21
181,2026-01-21T21:22:32.000Z,5,8165a900-4a9c-11ef-8393-69e55944ae1e
303,2026-01-21T21:22:33.000Z,1,8161ea40-4a9c-11ef-82d3-2ffa8384e699
3837,2026-01-21T21:24:22.000Z,103,816932d0-4a9c-11ef-b3c5-85b5ce342d21
6518,2026-01-21T21:24:31.000Z,203,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
13948,2026-01-21T21:24:31.000Z,212,81689b30-4a9c-11ef-ad50-1d2daba32da0
4748,2026-01-21T21:27:02.000Z,73,816932d0-4a9c-11ef-b3c5-85b5ce342d21
5059,2026-01-21T21:31:21.000Z,187,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
17859,2026-01-21T21:31:21.000Z,187,81689b30-4a9c-11ef-ad50-1d2daba32da0
40339,2026-01-22T07:24:30.000Z,363,8165a900-4a9c-11ef-8393-69e55944ae1e
15565,2026-01-22T07:35:29.000Z,140,8165a900-4a9c-11ef-8393-69e55944ae1e
12396,2026-01-22T09:01:45.000Z,168,81689b30-4a9c-11ef-ad50-1d2daba32da0
360,2026-01-22T09:36:10.000Z,8,816932d0-4a9c-11ef-b3c5-85b5ce342d21
1824,2026-01-22T09:38:35.000Z,27,816932d0-4a9c-11ef-b3c5-85b5ce342d21
5887,2026-01-22T10:29:16.000Z,173,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
23827,2026-01-22T10:29:16.000Z,273,81689b30-4a9c-11ef-ad50-1d2daba32da0
393,2026-01-22T11:17:12.000Z,4,8170c860-4a9c-11ef-a57d-1978fe7d9161
569,2026-01-22T11:24:02.000Z,9,8170c860-4a9c-11ef-a57d-1978fe7d9161
44096,2026-01-22T12:55:06.000Z,1189,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
152542,2026-01-22T12:55:06.000Z,1623,81689b30-4a9c-11ef-ad50-1d2daba32da0
11586,2026-01-22T13:19:27.000Z,205,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
39395,2026-01-22T13:19:26.000Z,420,81689b30-4a9c-11ef-ad50-1d2daba32da0
519,2026-01-22T13:23:21.000Z,166,81653450-4a9c-11ef-a236-3bbfdd38639d
9506,2026-01-22T13:23:22.000Z,192,8170c860-4a9c-11ef-a57d-1978fe7d9161
568,2026-01-22T14:12:20.000Z,24,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
8969,2026-01-22T14:12:20.000Z,97,81689b30-4a9c-11ef-ad50-1d2daba32da0
103,2026-01-22T14:13:30.000Z,4,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
431,2026-01-22T14:13:58.000Z,18,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
1778,2026-01-22T14:15:26.000Z,79,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
9940,2026-01-22T14:15:26.000Z,128,81689b30-4a9c-11ef-ad50-1d2daba32da0
11696,2026-01-22T14:36:42.000Z,120,816932d0-4a9c-11ef-b3c5-85b5ce342d21
3415,2026-01-22T14:40:06.000Z,71,816932d0-4a9c-11ef-b3c5-85b5ce342d21
2606,2026-01-22T14:41:29.000Z,69,816932d0-4a9c-11ef-b3c5-85b5ce342d21
7518,2026-01-22T15:09:06.000Z,139,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
23137,2026-01-22T15:09:06.000Z,245,81689b30-4a9c-11ef-ad50-1d2daba32da0
11678,2026-01-22T15:15:37.000Z,268,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
24445,2026-01-22T15:15:36.000Z,268,81689b30-4a9c-11ef-ad50-1d2daba32da0
8486,2026-01-22T15:39:08.000Z,93,816932d0-4a9c-11ef-b3c5-85b5ce342d21
710,2026-01-22T15:39:17.000Z,11,8164cb10-4a9c-11ef-b24b-055224f3eeba
459,2026-01-22T15:39:37.000Z,19,816932d0-4a9c-11ef-b3c5-85b5ce342d21
1145,2026-01-22T15:41:35.000Z,95,816932d0-4a9c-11ef-b3c5-85b5ce342d21
648,2026-01-22T17:27:45.000Z,48,8161ea40-4a9c-11ef-82d3-2ffa8384e699
2871,2026-01-22T17:27:45.000Z,49,8165a900-4a9c-11ef-8393-69e55944ae1e
209,2026-01-22T17:40:29.000Z,71,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
406,2026-01-22T17:40:28.000Z,71,81689b30-4a9c-11ef-ad50-1d2daba32da0
16596,2026-01-22T17:43:13.000Z,432,816932d0-4a9c-11ef-b3c5-85b5ce342d21
10568,2026-01-22T17:54:33.000Z,272,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
27269,2026-01-22T17:54:33.000Z,301,81689b30-4a9c-11ef-ad50-1d2daba32da0
1307,2026-01-22T18:01:25.000Z,41,81689b30-4a9c-11ef-ad50-1d2daba32da0
1112,2026-01-22T18:02:54.000Z,64,81689b30-4a9c-11ef-ad50-1d2daba32da0
4086,2026-01-22T18:03:39.000Z,174,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
2569,2026-01-22T18:03:39.000Z,38,81689b30-4a9c-11ef-ad50-1d2daba32da0
1089,2026-01-22T19:28:17.000Z,69,81689b30-4a9c-11ef-ad50-1d2daba32da0
21703,2026-01-22T20:14:55.000Z,268,816932d0-4a9c-11ef-b3c5-85b5ce342d21
19659,2026-01-22T20:35:35.000Z,428,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
44243,2026-01-22T20:35:35.000Z,485,81689b30-4a9c-11ef-ad50-1d2daba32da0
8851,2026-01-22T21:20:12.000Z,112,81689b30-4a9c-11ef-ad50-1d2daba32da0
1296,2026-01-22T21:22:01.000Z,14,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
3883,2026-01-22T21:22:18.000Z,64,81689b30-4a9c-11ef-ad50-1d2daba32da0
228,2026-01-22T21:22:32.000Z,2,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
15413,2026-01-22T21:23:20.000Z,249,816932d0-4a9c-11ef-b3c5-85b5ce342d21
1503,2026-01-22T21:41:53.000Z,45,81653450-4a9c-11ef-a236-3bbfdd38639d
533,2026-01-22T21:42:23.000Z,15,81653450-4a9c-11ef-a236-3bbfdd38639d
6101,2026-01-22T21:42:23.000Z,76,8170c860-4a9c-11ef-a57d-1978fe7d9161
153,2026-01-22T21:42:39.000Z,2,8170c860-4a9c-11ef-a57d-1978fe7d9161
4353,2026-01-22T21:42:56.000Z,79,816932d0-4a9c-11ef-b3c5-85b5ce342d21
3763,2026-01-22T21:43:48.000Z,83,81689b30-4a9c-11ef-ad50-1d2daba32da0
1106,2026-01-22T21:43:54.000Z,51,81653450-4a9c-11ef-a236-3bbfdd38639d
2946,2026-01-22T21:43:54.000Z,59,8170c860-4a9c-11ef-a57d-1978fe7d9161
1431,2026-01-22T21:44:42.000Z,53,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
2372,2026-01-22T21:45:44.000Z,72,81653450-4a9c-11ef-a236-3bbfdd38639d
2889,2026-01-22T21:45:50.000Z,79,8170c860-4a9c-11ef-a57d-1978fe7d9161
618,2026-01-22T21:45:58.000Z,53,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
6503,2026-01-22T21:46:17.000Z,192,816932d0-4a9c-11ef-b3c5-85b5ce342d21
1356,2026-01-22T21:47:19.000Z,55,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
7210,2026-01-22T21:47:19.000Z,202,81689b30-4a9c-11ef-ad50-1d2daba32da0
1969,2026-01-22T21:49:32.000Z,29,8165a900-4a9c-11ef-8393-69e55944ae1e
6175,2026-01-22T21:49:58.000Z,144,816932d0-4a9c-11ef-b3c5-85b5ce342d21
4372,2026-01-22T21:52:17.000Z,110,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
5551,2026-01-22T21:52:17.000Z,111,81689b30-4a9c-11ef-ad50-1d2daba32da0
17401,2026-01-22T21:55:28.000Z,200,816932d0-4a9c-11ef-b3c5-85b5ce342d21
7337,2026-01-22T22:00:02.000Z,267,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
17921,2026-01-22T22:00:02.000Z,279,81689b30-4a9c-11ef-ad50-1d2daba32da0
4621,2026-01-22T22:04:35.000Z,141,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
8128,2026-01-22T22:04:34.000Z,144,81689b30-4a9c-11ef-ad50-1d2daba32da0
566,2026-01-22T22:05:08.000Z,20,8164cb10-4a9c-11ef-b24b-055224f3eeba
22272,2026-01-22T22:05:08.000Z,412,816932d0-4a9c-11ef-b3c5-85b5ce342d21
12745,2026-01-23T08:13:41.000Z,115,8165a900-4a9c-11ef-8393-69e55944ae1e
15933,2026-01-23T08:22:58.000Z,143,8165a900-4a9c-11ef-8393-69e55944ae1e
11742,2026-01-23T12:23:34.000Z,228,8161ea40-4a9c-11ef-82d3-2ffa8384e699
25624,2026-01-23T12:23:35.000Z,304,8165a900-4a9c-11ef-8393-69e55944ae1e
116,2026-01-23T12:23:53.000Z,3,8161ea40-4a9c-11ef-82d3-2ffa8384e699
124,2026-01-23T12:23:54.000Z,3,8165a900-4a9c-11ef-8393-69e55944ae1e
162,2026-01-23T12:38:39.000Z,12,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
5751,2026-01-23T12:38:39.000Z,75,81689b30-4a9c-11ef-ad50-1d2daba32da0
1601,2026-01-23T12:39:58.000Z,56,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
4890,2026-01-23T12:39:59.000Z,56,81689b30-4a9c-11ef-ad50-1d2daba32da0
13243,2026-01-23T13:48:27.000Z,193,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
32243,2026-01-23T13:48:28.000Z,362,81689b30-4a9c-11ef-ad50-1d2daba32da0
795,2026-01-23T13:48:44.000Z,10,81689b30-4a9c-11ef-ad50-1d2daba32da0
715,2026-01-23T13:48:43.000Z,10,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
10548,2026-01-23T15:03:23.000Z,187,816932d0-4a9c-11ef-b3c5-85b5ce342d21
289,2026-01-23T16:34:50.000Z,73,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
218,2026-01-23T16:54:26.000Z,10,816932d0-4a9c-11ef-b3c5-85b5ce342d21
2251,2026-01-23T16:55:32.000Z,51,816932d0-4a9c-11ef-b3c5-85b5ce342d21
3010,2026-01-23T16:55:53.000Z,21,8164cb10-4a9c-11ef-b24b-055224f3eeba
445,2026-01-23T17:46:19.000Z,4,8165a900-4a9c-11ef-8393-69e55944ae1e
9289,2026-01-23T17:52:37.000Z,90,8165a900-4a9c-11ef-8393-69e55944ae1e
33575,2026-01-23T18:42:40.000Z,400,816932d0-4a9c-11ef-b3c5-85b5ce342d21
23284,2026-01-23T19:22:52.000Z,255,816932d0-4a9c-11ef-b3c5-85b5ce342d21
119,2026-01-23T19:26:20.000Z,47,8161ea40-4a9c-11ef-82d3-2ffa8384e699
124,2026-01-23T19:26:20.000Z,47,8170c860-4a9c-11ef-a57d-1978fe7d9161
195,2026-01-23T19:26:27.000Z,54,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
8342,2026-01-23T20:04:59.000Z,189,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
24445,2026-01-23T20:04:59.000Z,265,81689b30-4a9c-11ef-ad50-1d2daba32da0
257,2026-01-23T20:13:19.000Z,5,8165a900-4a9c-11ef-8393-69e55944ae1e
357,2026-01-23T20:13:53.000Z,22,8161ea40-4a9c-11ef-82d3-2ffa8384e699
1143,2026-01-23T20:13:54.000Z,22,8165a900-4a9c-11ef-8393-69e55944ae1e
11846,2026-01-23T20:36:40.000Z,322,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
37090,2026-01-23T20:36:41.000Z,400,81689b30-4a9c-11ef-ad50-1d2daba32da0
430,2026-01-23T21:00:19.000Z,73,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
23387,2026-01-23T21:10:04.000Z,624,816932d0-4a9c-11ef-b3c5-85b5ce342d21
7593,2026-01-23T21:11:58.000Z,109,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
7880,2026-01-23T21:11:59.000Z,107,81689b30-4a9c-11ef-ad50-1d2daba32da0
1301,2026-01-23T21:16:25.000Z,34,81653450-4a9c-11ef-a236-3bbfdd38639d
6309,2026-01-23T21:16:26.000Z,52,8170c860-4a9c-11ef-a57d-1978fe7d9161
962,2026-01-23T21:17:40.000Z,45,81653450-4a9c-11ef-a236-3bbfdd38639d
4056,2026-01-23T21:17:40.000Z,45,8170c860-4a9c-11ef-a57d-1978fe7d9161
613,2026-01-23T21:17:54.000Z,6,816932d0-4a9c-11ef-b3c5-85b5ce342d21
1184,2026-01-23T21:18:03.000Z,9,8164cb10-4a9c-11ef-b24b-055224f3eeba
3124,2026-01-23T21:18:40.000Z,36,816932d0-4a9c-11ef-b3c5-85b5ce342d21
1589,2026-01-23T21:19:07.000Z,27,81689b30-4a9c-11ef-ad50-1d2daba32da0
807,2026-01-23T21:19:17.000Z,10,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
2390,2026-01-23T21:19:22.000Z,46,81653450-4a9c-11ef-a236-3bbfdd38639d
2484,2026-01-23T21:19:22.000Z,46,8170c860-4a9c-11ef-a57d-1978fe7d9161
890,2026-01-23T21:20:07.000Z,23,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
507,2026-01-23T21:20:37.000Z,17,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
6193,2026-01-23T21:21:19.000Z,131,816932d0-4a9c-11ef-b3c5-85b5ce342d21
516,2026-01-23T21:21:25.000Z,37,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
7301,2026-01-23T21:21:26.000Z,130,81689b30-4a9c-11ef-ad50-1d2daba32da0
6428,2026-01-23T21:25:27.000Z,179,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
14493,2026-01-23T21:25:28.000Z,182,81689b30-4a9c-11ef-ad50-1d2daba32da0
336,2026-01-23T21:25:48.000Z,10,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
653,2026-01-23T21:25:49.000Z,10,81689b30-4a9c-11ef-ad50-1d2daba32da0
7740,2026-01-23T21:27:14.000Z,173,816932d0-4a9c-11ef-b3c5-85b5ce342d21
8356,2026-01-23T21:30:57.000Z,246,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
22075,2026-01-23T21:30:57.000Z,246,81689b30-4a9c-11ef-ad50-1d2daba32da0
12196,2026-01-24T08:22:45.000Z,110,8165a900-4a9c-11ef-8393-69e55944ae1e
9284,2026-01-24T08:31:42.000Z,83,8165a900-4a9c-11ef-8393-69e55944ae1e
230,2026-01-24T08:50:51.000Z,44,8161ea40-4a9c-11ef-82d3-2ffa8384e699
150,2026-01-24T08:50:51.000Z,25,8165a900-4a9c-11ef-8393-69e55944ae1e
224,2026-01-24T08:50:51.000Z,44,8164cb10-4a9c-11ef-b24b-055224f3eeba
136,2026-01-24T08:50:51.000Z,25,81689b30-4a9c-11ef-ad50-1d2daba32da0
210,2026-01-24T08:50:51.000Z,44,816932d0-4a9c-11ef-b3c5-85b5ce342d21
228,2026-01-24T08:50:51.000Z,44,8170c860-4a9c-11ef-a57d-1978fe7d9161
3566,2026-01-24T09:43:39.000Z,201,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
25251,2026-01-24T09:43:39.000Z,301,81689b30-4a9c-11ef-ad50-1d2daba32da0
3253,2026-01-24T10:00:34.000Z,31,816932d0-4a9c-11ef-b3c5-85b5ce342d21
9039,2026-01-24T11:46:23.000Z,238,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
29212,2026-01-24T11:46:23.000Z,360,81689b30-4a9c-11ef-ad50-1d2daba32da0
8362,2026-01-24T11:52:07.000Z,252,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
22731,2026-01-24T11:52:07.000Z,252,81689b30-4a9c-11ef-ad50-1d2daba32da0
1200,2026-01-24T13:14:05.000Z,15,8165a900-4a9c-11ef-8393-69e55944ae1e
9739,2026-01-24T13:18:07.000Z,110,816932d0-4a9c-11ef-b3c5-85b5ce342d21
1639,2026-01-24T14:07:59.000Z,86,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
8122,2026-01-24T14:10:01.000Z,172,816932d0-4a9c-11ef-b3c5-85b5ce342d21
7690,2026-01-24T14:11:04.000Z,163,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
16486,2026-01-24T14:11:04.000Z,271,81689b30-4a9c-11ef-ad50-1d2daba32da0
26325,2026-01-24T14:18:02.000Z,300,816932d0-4a9c-11ef-b3c5-85b5ce342d21
9593,2026-01-24T15:08:16.000Z,136,816932d0-4a9c-11ef-b3c5-85b5ce342d21
553,2026-01-24T15:53:33.000Z,5,8164cb10-4a9c-11ef-b24b-055224f3eeba
19019,2026-01-24T15:59:30.000Z,357,816932d0-4a9c-11ef-b3c5-85b5ce342d21
46736,2026-01-24T16:02:45.000Z,1199,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
98713,2026-01-24T16:02:45.000Z,1264,81689b30-4a9c-11ef-ad50-1d2daba32da0
898,2026-01-24T17:52:15.000Z,75,81689b30-4a9c-11ef-ad50-1d2daba32da0
28346,2026-01-24T17:55:29.000Z,296,816932d0-4a9c-11ef-b3c5-85b5ce342d21
119578,2026-01-25T08:45:55.000Z,1084,8165a900-4a9c-11ef-8393-69e55944ae1e
20825,2026-01-25T12:13:07.000Z,229,816932d0-4a9c-11ef-b3c5-85b5ce342d21
11790,2026-01-25T12:45:45.000Z,365,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
34945,2026-01-25T12:45:45.000Z,435,81689b30-4a9c-11ef-ad50-1d2daba32da0
728,2026-01-25T12:47:57.000Z,93,8164cb10-4a9c-11ef-b24b-055224f3eeba
13066,2026-01-25T12:47:58.000Z,227,816932d0-4a9c-11ef-b3c5-85b5ce342d21
10500,2026-01-25T12:53:26.000Z,309,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
26768,2026-01-25T12:53:26.000Z,309,81689b30-4a9c-11ef-ad50-1d2daba32da0
16583,2026-01-25T13:22:48.000Z,180,816932d0-4a9c-11ef-b3c5-85b5ce342d21
9319,2026-01-25T13:26:02.000Z,106,816932d0-4a9c-11ef-b3c5-85b5ce342d21
210,2026-01-25T13:26:22.000Z,6,816932d0-4a9c-11ef-b3c5-85b5ce342d21
16407,2026-01-25T14:58:49.000Z,282,816932d0-4a9c-11ef-b3c5-85b5ce342d21
20581,2026-01-26T07:51:28.000Z,187,8165a900-4a9c-11ef-8393-69e55944ae1e
11393,2026-01-26T08:12:07.000Z,340,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
54949,2026-01-26T08:12:07.000Z,565,81689b30-4a9c-11ef-ad50-1d2daba32da0
1665,2026-01-26T10:41:38.000Z,15,8165a900-4a9c-11ef-8393-69e55944ae1e
10110,2026-01-26T10:51:01.000Z,92,8165a900-4a9c-11ef-8393-69e55944ae1e
27398,2026-01-26T12:07:01.000Z,254,8165a900-4a9c-11ef-8393-69e55944ae1e
175,2026-01-26T12:38:39.000Z,44,8164cb10-4a9c-11ef-b24b-055224f3eeba
30378,2026-01-26T12:38:41.000Z,318,816932d0-4a9c-11ef-b3c5-85b5ce342d21
27151,2026-01-26T12:44:42.000Z,302,81689b30-4a9c-11ef-ad50-1d2daba32da0
10278,2026-01-26T12:44:42.000Z,273,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
26487,2026-01-26T12:58:47.000Z,837,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
77153,2026-01-26T12:58:47.000Z,837,81689b30-4a9c-11ef-ad50-1d2daba32da0
424,2026-01-26T14:12:50.000Z,38,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
9353,2026-01-26T14:12:50.000Z,109,81689b30-4a9c-11ef-ad50-1d2daba32da0
227,2026-01-26T14:13:26.000Z,9,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
8054,2026-01-26T14:14:47.000Z,90,81689b30-4a9c-11ef-ad50-1d2daba32da0
1854,2026-01-26T14:14:47.000Z,74,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
32659,2026-01-26T14:41:06.000Z,365,81689b30-4a9c-11ef-ad50-1d2daba32da0
16481,2026-01-26T14:41:06.000Z,365,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
3875,2026-01-26T15:33:12.000Z,102,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
25766,2026-01-26T15:33:12.000Z,304,81689b30-4a9c-11ef-ad50-1d2daba32da0
4662,2026-01-26T15:33:40.000Z,180,816932d0-4a9c-11ef-b3c5-85b5ce342d21
4201,2026-01-26T15:36:11.000Z,108,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
9853,2026-01-26T15:36:11.000Z,108,81689b30-4a9c-11ef-ad50-1d2daba32da0
103,2026-01-26T15:54:07.000Z,7,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
495,2026-01-26T15:54:07.000Z,7,81689b30-4a9c-11ef-ad50-1d2daba32da0
454,2026-01-26T17:46:14.000Z,22,81653450-4a9c-11ef-a236-3bbfdd38639d
1737,2026-01-26T17:46:14.000Z,22,8170c860-4a9c-11ef-a57d-1978fe7d9161
32390,2026-01-26T18:18:02.000Z,318,8165a900-4a9c-11ef-8393-69e55944ae1e
9275,2026-01-26T19:34:11.000Z,91,81689b30-4a9c-11ef-ad50-1d2daba32da0
4340,2026-01-26T19:36:36.000Z,119,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
11504,2026-01-26T19:36:35.000Z,125,81689b30-4a9c-11ef-ad50-1d2daba32da0
1092,2026-01-26T19:40:06.000Z,31,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
2904,2026-01-26T19:40:06.000Z,32,81689b30-4a9c-11ef-ad50-1d2daba32da0
1453,2026-01-26T19:41:15.000Z,39,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
3628,2026-01-26T19:41:15.000Z,40,81689b30-4a9c-11ef-ad50-1d2daba32da0
24053,2026-01-26T19:49:20.000Z,281,816932d0-4a9c-11ef-b3c5-85b5ce342d21
210,2026-01-26T19:58:46.000Z,67,816932d0-4a9c-11ef-b3c5-85b5ce342d21
20346,2026-01-26T20:01:35.000Z,436,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
44509,2026-01-26T20:01:35.000Z,508,81689b30-4a9c-11ef-ad50-1d2daba32da0
19003,2026-01-26T20:07:22.000Z,267,816932d0-4a9c-11ef-b3c5-85b5ce342d21
975,2026-01-26T20:08:48.000Z,36,8165a900-4a9c-11ef-8393-69e55944ae1e
2169,2026-01-26T21:24:45.000Z,103,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
506,2026-01-26T21:25:16.000Z,23,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
21837,2026-01-26T21:25:16.000Z,228,81689b30-4a9c-11ef-ad50-1d2daba32da0
277,2026-01-26T21:25:29.000Z,6,81689b30-4a9c-11ef-ad50-1d2daba32da0
12104,2026-01-26T21:27:59.000Z,189,816932d0-4a9c-11ef-b3c5-85b5ce342d21
11136,2026-01-26T21:29:53.000Z,144,81689b30-4a9c-11ef-ad50-1d2daba32da0
8625,2026-01-26T21:29:53.000Z,138,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
4665,2026-01-26T21:32:07.000Z,109,816932d0-4a9c-11ef-b3c5-85b5ce342d21
8689,2026-01-26T21:35:26.000Z,254,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
22031,2026-01-26T21:35:25.000Z,254,81689b30-4a9c-11ef-ad50-1d2daba32da0
32374,2026-01-27T07:37:44.000Z,293,8165a900-4a9c-11ef-8393-69e55944ae1e
8510,2026-01-27T07:42:14.000Z,76,8165a900-4a9c-11ef-8393-69e55944ae1e
2622,2026-01-27T07:48:40.000Z,23,8165a900-4a9c-11ef-8393-69e55944ae1e
13731,2026-01-27T08:43:31.000Z,124,8165a900-4a9c-11ef-8393-69e55944ae1e
1378,2026-01-27T08:45:05.000Z,58,8161ea40-4a9c-11ef-82d3-2ffa8384e699
7943,2026-01-27T08:45:04.000Z,80,8165a900-4a9c-11ef-8393-69e55944ae1e
2471,2026-01-27T08:51:16.000Z,17,8161ea40-4a9c-11ef-82d3-2ffa8384e699
4633,2026-01-27T08:53:12.000Z,15,8161ea40-4a9c-11ef-82d3-2ffa8384e699
998,2026-01-27T08:53:36.000Z,3,8161ea40-4a9c-11ef-82d3-2ffa8384e699
268,2026-01-27T08:54:01.000Z,1,8161ea40-4a9c-11ef-82d3-2ffa8384e699
2424,2026-01-27T08:55:39.000Z,4,8161ea40-4a9c-11ef-82d3-2ffa8384e699
2122,2026-01-27T08:56:20.000Z,4,8161ea40-4a9c-11ef-82d3-2ffa8384e699
593,2026-01-27T08:56:30.000Z,2,8161ea40-4a9c-11ef-82d3-2ffa8384e699
1504,2026-01-27T08:56:45.000Z,6,8161ea40-4a9c-11ef-82d3-2ffa8384e699
1978,2026-01-27T08:57:19.000Z,8,8161ea40-4a9c-11ef-82d3-2ffa8384e699
4203,2026-01-27T08:57:41.000Z,8,8161ea40-4a9c-11ef-82d3-2ffa8384e699
10201,2026-01-27T08:58:32.000Z,35,8161ea40-4a9c-11ef-82d3-2ffa8384e699
3693,2026-01-27T09:26:19.000Z,9,8161ea40-4a9c-11ef-82d3-2ffa8384e699
145,2026-01-27T09:26:45.000Z,3,8161ea40-4a9c-11ef-82d3-2ffa8384e699
1536,2026-01-27T09:27:05.000Z,13,8161ea40-4a9c-11ef-82d3-2ffa8384e699
4937,2026-01-27T09:27:39.000Z,20,8161ea40-4a9c-11ef-82d3-2ffa8384e699
3706,2026-01-27T09:48:31.000Z,84,8165a900-4a9c-11ef-8393-69e55944ae1e
13654,2026-01-27T09:51:30.000Z,307,81689b30-4a9c-11ef-ad50-1d2daba32da0
4871,2026-01-27T09:51:31.000Z,142,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
20698,2026-01-27T09:52:43.000Z,372,816932d0-4a9c-11ef-b3c5-85b5ce342d21
10487,2026-01-27T09:56:52.000Z,145,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
10459,2026-01-27T09:56:52.000Z,145,81689b30-4a9c-11ef-ad50-1d2daba32da0
15489,2026-01-27T10:04:42.000Z,214,816932d0-4a9c-11ef-b3c5-85b5ce342d21
6495,2026-01-27T11:26:18.000Z,113,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
19198,2026-01-27T11:26:18.000Z,354,81689b30-4a9c-11ef-ad50-1d2daba32da0
133,2026-01-27T13:21:09.000Z,4,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
17506,2026-01-27T13:24:33.000Z,208,81689b30-4a9c-11ef-ad50-1d2daba32da0
5710,2026-01-27T13:24:33.000Z,122,81643740-4a9c-11ef-a595-f9c8dc6ae4ad
